12702	29	0	59	20	27
# EYEBALL
11201	0	0	17	17	12
11202	18	0	35	17	12
11203	36	0	53	17	12
# MINE BULLET
11301	0	0	10	10	13
# MINE EXPLOSION
11401	0	0	24	24	14
11402	24	0	48	24	14
11403	48	0	72	24	14
11404	72	0	96	24	14
11405	96	0	120	24	14
11406	120	0	144	24	14
# JASON BULLET
16901	0	0	4	4	69
# P2_JASON
# STAND
19901	7	7	17	24	999
#WALK
19902	31	7	41	24	999
19903	55	7	65	24	999
19904	79	7	89	24	999
#CLIMB
19905	102	7	114	24	999
#CRAWL
19906	124	14	140	24	999
19907	147	14	163	24	999
#DIE GO ROUND AND ROUND AND ROUND
19908	4	32	20	48	999
19909	28	32	44	48	999
19910	52	32	68	48	999	
19911	76	32	92	48	999
#DIE LYING LIKE NO FUNCKING CARE
19912	100	32	116	48	999
#SWIM
19913	123	36	140	48	999	
19914	147	36	164	48	999
#P1_SOPHIA
#WH: normal, W: all, G: 0, GT: no
19801	0	1	32	24	998
19802	32	1	64	24	998
19803	64	1	96	24	998
19804	96	1	128	24	998
#WH: low, W: all, G: 0, GT: no
19805	0	25	32	49	998
19806	32	25	64	49	998
19807	64	25	96	49	998
19808	96	25	128	49	998
#WH: jump_highest, W: all. G: 0, GT: no
19811	0	49	32	74	998
19812	32	49	64	74	998
19813	64	49	96	74	998
19814	96	49	128	74	998
#WH: jump_ing, W: all, G: 0, GT: no
19815	0	128	32	152	998
19816	32	128	64	152	998
19817	64	128	96	152	998
19818	96	128	128	152	998
#WH: normal, W: all, G: all, GT: yes
19821	0	75	32	99	998
19822	32	75	64	99	998
19823	64	75	96	99	998
19824	96	75	128	99	998
#WH: low, W: all, G: all, GT: yes
19825	0	101	32	125	998
19826	32	101	64	125	998
19827	64	101	96	125	998
19828	96	101	128	125	998
#WH: jump_ing, W: all, G: all, GT: yes
19831	0	155	32	179	998
19832	32	155	64	179	998
19833	64	155	96	179	998
19834	96	155	128	179	998
#WH:start, W: all, G: 45, GT: no
19835	2	182	29	214	998
19836	34	182	61	214	998
19837	66	182	93	214	998
19838	98	182	125	214	998
#WH: on the way, W: all, G: 45, GT: no
19841	2	215	29	247	998
19842	34	215	61	247	998
19843	66	215	93	247	998
19844	98	215	125	247	998
#WH: near to end, W: all, G: 45, GT: no
19845	2	249	29	281	998
19846	34	249	61	281	998
19847	66	249	93	281	998
19848	98	249	125	281	998
#WH: normal, W: all, G: 90, GT: no
19851	2	282	30	322	998
19852	34	282	62	322	998
19853	66	282	94	322	998
19854	98	282	126	322	998
#WH: low, W: all, G: 90, GT: no0
19855	2	322	30	362	998
19856	34	322	62	362	998
19857	66	322	94	362	998
19858	98	322	126	362	998
#WH: jump_highest, W: all, G: 90, no
19861	2	362	30	402	998
19862	34	362	62	402	998
19863	66	362	94	402	998
19864	98	362	126	402	998
#WH: jump_ing, W: all, G: 90, no
19865	2	402	30	442	998
19866	34	402	62	442	998
19867	66	402	94	442	998
19868	98	402	126	442	998
#jason out
19871	18	454	44	480	998
#die
19881	61	442	106	480	998
####
#stuff
#SKULL_BULLET
17101	0	0	10	10	71
#explosive (skull)
17201	140	101	148	109	100
17202	149	97	165	113	100
17203	166	97	182	113	100
17204	183	93	207	117	100
#######
#Sophia bullet zone
#Basic bullet, area 2
19701	90	20	115	27	100
19702	116	19	123	44	100
#Homing missile
19601	72	29	80	35	100
19602	72	20	81	27	100
19603	91	28	97	36	100
19604	82	19	89	28	100
19605	0	0	1	1	100
#Thunder
19501	0	0	15	32	95
19502	0	32	15	64	95
###############
#Floater_Bullet
12203	0	0	4	4	22
#Lava
13001	0	0	16	16	30
#Ladder
13101	0	0	16	16	31
#BreakableWall
11701	0	0	16	16	17
#SPIKE
12301	0	0	16	16	23
##MAP BACKGROUND
-1	0	0	3072	3040	-1

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# ====	ITEM  =======
20001	10001	9999
20002	10002	9999
20003	10003	9999
20004	10004	9999
20005	10005	9999
20006	10006	9999
20007	10007	9999
# ==== JUMPER =======
#
20101	10102	100
20102	10101	200	10102	200	10103	200
# ==== FLOATER=======
#
20201	10201	100
20202	10202	200
# ==== FLOATER_Bullet=======
#
22203	12203	100
# ==== MINE=======
#
20301	10301	100
20302	10301	500	10302	500
# ==== DOME =======
#
20401	10401	100
20402	10401	200	10402	200
# ==== WORM =======
#
20501	10502	100
20502	10502	200	10501	200
# ==== INSECT =====
#
20601	10601	100
20602	10601	200	10602	200
# ==== SKULL  =====
#
20701	10701	100
20702	10702	200
# ==== ORB =========
#
20901	10901	100
20902	10902	50	10903	50	10904	50
# ==== ORB_CRAZY =========
#
20911	10901	100
20912	10901	20	10902	40	10903	40	10904	40	10905	40	10901	20

# ====TELEPORTER===
#
21001	11001	100
21002	11001	200	11002	200
# ====SHIP====
#
22701	12701	100
22702	12701	100	12702	100
# ===	EYEBALL	===
#
21201	11203	100
21202	11203	100	11201	100	11203	100	11201	100	11203	100	11202	100
# ===	MINE BULLET ===
#
21301	11301	5000
# ===	MINE EXPLOSION ===
#
21401	11401	100	11402	100	11403	100	11404	100	11405	100	11406	100
# ====	JASON_BULLET ===
26901	16901	9999
# ====	P2_JASON ===
# ani_id	sprite1_id	time1	sprite2_id	time2	...
#IDLE
29901	19901	100
#WALK
29902	19902	100	19903	100	19904	100
#JUMP
29903	19904	100	19902	99999
#CLIMB
29904	19905	100
#CRAWL
29905	19906	200
#CMOVE
29906	19906	200	19907	200
#DIE
29907	19908	100	19909	100	19910	100	19911	100	19908	100	19909	100	19910	100	19911	100	19908	100	19909	100	19910	100	19911	100	19912	10000
#SWIM
29908	19913	200	19914	200
# ===== P1_SOPHIA =========
#IDLE
#WHEEL 1
29801	19801	100
#WHEEL 2
29802	19802	100
#WHEEL 3
29803	19803	100
#WHEEL 4
29804	19804	100
#MOVING, GUN 0
#WHEEL 1 ~ 4
29805	19801	100	19805	100
29806	19802	100	19806	100
29807	19803	100	19807	100
29808	19804	100	19808	100
#JUMPING, GUN 0
#WHEEL 1 ~ 4
29811	19811	200	19815	10000
29812	19812	200	19816	10000
29813	19813	200	19817	10000
29814	19814	200	19818	10000
#FALLING, GUN 0
#WHEEL 1 ~ 4
29815	19811	500
29816	19812	500
29817	19813	500
29818	19814	500
#MOVING, GUN UP_ING
#WHEEL 1 ~ 4
29821	19835	200	19841	200
#19845	200	19851	200
29822	19836	200	19842	200
#19846	200	19852	200
29823	19837	200	19843	200
#19847	200	19853	200
29824	19838	200	19844	200
#19848	200	19854	200
#MOVING, GUN UP_90
#WHEEL 1 ~ 4
29825	19851	100	19855	100
29826	19852	100	19856	100
29827	19853	100	19857	100
29828	19854	100	19858	100
#JUMPING, GUN UP_90
#WHEEL 1 ~ 4
29831	19861	200	19865	10000
29832	19862	200	19866	10000
29833	19863	200	19867	10000
29834	19864	200	19868	10000
#FALLING, GUN UP_90
29835	19861	500
29836	19862	500
29837	19863	500
29838	19864	500
#MOVE, GUN TURNING
29841	19821	100	19825	100
29842	19822	100	19826	100
29843	19823	100	19827	100
29844	19834	100	19828	100
#JUMPING, GUN TURNING
29845	19831	10000	19831	10000
29846	19832	10000	19832	10000
29847	19833	10000	19833	10000
29848	19834	10000	19834	10000
#IDLE, GUN 90
29851	19851	100
29852	19852	100
29853	19853	100
29854	19854	100
#JUMPING, GUN 45
29855	19845	500	19845	500
29856	19846	500	19845	500
29857	19847	500	19845	500
29858	19848	500	19845	500
#FALLING, GUN 45
#WHEEL 1 ~ 4
29861	19835	200
29862	19836	200
29863	19837	200
29864	19838	200
#FALLING, GUN TURN
29865	19825	500
29866	19826	500
29867	19827	500
29868	19828	500
#SHIFT OUT
29871	19871	500
#SLEEP
29875	19804	500
#DIE
29881	19881	500
#=====SKULL_BULLET======
27101	17101	100
#=====EXPLOSIVE======
27201	17204	100	17203	10	17204	50	17203	50	17202	200	17201	1000
#=====SOPHIA_BULLET_1======
29701	19701	500
29702	19702	500
#=====SOPHIA_BULLET_HOMING=====
29601	19601	500
29602	19602	500
29603	19603	500
29604	19604	500
#=====SOPHIA_BULLET_THUNDER=====
29501	19501	500
29502	19502	500
#=====LAVA EFFECT=======
23001	13001	9999
#=====LADDER	 =======
23101	13101	9999

[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# 9: ORB, 1: JUMPER, 2: FLOATER, 4: DOME,  98 SOPHIA, 7: SKULL, 5: WORM, 6: INSECT, 99 JASON, 0 PLAYER ITEM, 30 LAVA
# 9: ORB, 1: JUMPER, 2: FLOATER, 4: DOME,  98 SOPHIA, 7: SKULL, 5: WORM, 6: INSECT, 99: JASON, 77: Big Gate |Thanh
# 9: ORB,901: AGR_ORB, 1: JUMPER, 2: FLOATER, 4: DOME,  98 SOPHIA, 7: SKULL, 5: WORM, 23:SPIKE |trungng
# 9: ORB, 1: JUMPER, 2: FLOATER, 4: DOME,  98 SOPHIA, 7: SKULL, 5: WORM, 6: INSECT, 99 JASON, 0 PLAYER ITEM |trungvo
# ORB

# MAPBACKGROUND
-1	1528.0	1512.0

# SOHPIA

#SECTION D
#98	2128	1920

#SECTION A
98	48	2944

#SECTION B
#98	1120	2816

#SECTION G
#98	2112	640

#SECTION F - INTERIOR 3
#98	1584	128

#SECTION J - INTERIOR 4
#98	2160	416

##########  SECTION A ##########

## WORM ##
5	144	2832
5	208	2832
5	464	2832
5	864	2832
5	928	2848

### DOME ##
4	272	2944	3	2
4	272	2832	1	4

## FLOATER ##
2	608	2864
2	832	2944
2	928	2864
## SPIKE ##
23	288	3008	7
23	480	3008	7
23	672	3008	7
##########  SECTION B ##########

## BREAKABLE WALL ##
17	1344	2944
17	1360	2944
17	1280	2816
17	1296	2816
17	1344	2688
17	1360	2688
17	1280	2560
17	1296	2560
17	1280	1984
17	1296	1984

## FLOATER ##
2	1120	2896
2	1152	2864
2	1152	2944

## DOME ##
4	1312	2944	3	2
4	1440	2944	3	2
4	1424	2864	1	4
4	1184	1856	3	2
4	1248	1856	3	2
4	1312	1856	3	4
4	1440	2880	3	4

## JUMPER ##
1	1072	2752
1	1360	2816

## INSECT ##
6	1360	2512
6	1376	2368
6	1408	2256
6	1472	2688

## AGR_ORB ##
901	1200	2208
901	1264	2096
901	1072	2096

## WORM ##
5	1280	2032
5	1216	2032
## SPIKE ##
23	1136	2784	2
23	1136	2016	2
23	1200	2016	2
23	1264	2016	2
23	1328	2016	2
23	1136	1824	2
23	1200	1824	2
23	1264	1824	2

##########  SECTION C ##########
## SKULL ##
7	1760	1888
7	1824	1888
7	1852	1888


##########  SECTION D ##########
## WORM ##
5	2240	1808
5	2448	1968
5	2496	1968
5	2304	1744
5	2336	1520
5	2336	1456
5	2176	1360
5	2368	1424
5	2240	1296
5	2176	1232

#LAVA
30	2096	1872	2
30	2224	1808	2
30	2288	1744	2
30	2352	1680	2
30	2224	1552	2
30	2352	1424	2
30	2160	1360	2
30	2224	1296	2
30	2160	1232	2

## MINE ##
3	2352	1988

## ORB ##
9	2192	1568
9	2224	1744

##########  SECTION F ##########

## BREAKABLE WALL ##
17	1696	1600
17	1712	1600
17	1696	1088
17	1712	1088
17	1696	960
17	1712	960s
17	1632	1152
17	1648	1152

##LAVA

30	1632	336	4
30	1760	464	4
30	1696	720	4
30	1824	848	4
30	1760	1232	4
30	1696	1360	4

## INSECT ##
6	1920	1040
6	1782	1168
6	1808	912
6	1872	368
6	1792	368
6	1872	1296

## MINE ##
3	1920	836
3	1776	836
3	1760	708
3	1680	1476
3	1648	966

## SKULL ##
7	1872	320
7	1648	496

## JUMPER ##
1	1872	320
1	1968	320
1	1904	192

## ORB ##
9	1696	288
9	1632	288

## WORM ##
5	1776	1264
5	1712	1360
5	1872	1424
5	2000	1392
5	1936	1472
5	1920	1712
5	1984	1712

## DOME ##
4	1568	1600	2	1
4	1856	1648	1	4
4	1776	1648	1	2

## FLOATER ##
2	1680	960
2	1680	1024

## LADDER ##
31	1584	128	13

##########  SECTION G ##########
27	2272	656
27	2336	656
3	2144	708
3	2256	708
3	2384	708

##########  SECTION H ##########
901	2320	32
901	2320	16
901	2352	48


##########  SECTION I ##########
## JUMPER ##
1	2672	144
1	2704	80
1	2992	336

##LAVA
30	2672	464	2
30	2800	464	2
30	2928	336	2
30	2800	80	2
30	2864	80	2

## FLOATER ##
2	2720	48
2	2800	48
2	2928	48
2	2912	16
2	2736	448

## ORB ##
9	3008	64
9	3008	128
9	3008	192
9	3008	256

##########  SECTION K ##########
## GIANT GATE ##
122	84	74	-7

#CAMERA BOUNDARY LIST
#	#id_sec	left	top	right	bottom
76	A2_A	0	175	63	189
76	A2_B	64	113	95	189
76	A2_C	96	112	127	126
76	A2_D	128	65	159	126
76	A2_E	160	112	191	126
76	A2_F	96	1	127	110
76	A2_G	128	31	159	46
76	A2_H	128	0	159	13
76	A2_I	160	1	191	30
76	A2_J	128	16	159	30
76	A2_L	48	96	95	110
76	A2_M	32	65	47	110
76	A2_K	80	65	95	79

#GATE	x	y	dx	dy	st1	st2	pre_dx	pre_dy	id_sec	tel_dx	tel_dy	
#A-B
77	60	184	1	0	0.83	1	64	0	A2_B	0	0
77	67	184	-1	0	0.83	1	-64	0	A2_A	0	0

#B-F
77	92	184	1	0	0.83	1	64	0	A2_F	0	-2048
77	99	56	-1	0	0.83	1	-64	0	A2_B	0	2048

#B-C
77	92	120	1	0	0.83	1	64	0	A2_C	0	0
77	99	120	-1	0	0.83	1	-64	0	A2_B	0	0

#C-D
77	124	120	1	0	0.83	1	64	0	A2_D	0	0
77	131	120	-1	0	0.83	1	-64	0	A2_C	0	0

#D-E
77	156	120	1	0	0.83	1	64	0	A2_E	0	0
77	163	120	-1	0	0.83	1	-64	0	A2_D	0	0

#D-F
77	131	72	-1	0	0.83	1	-64	0	A2_F	0	0
77	124	72	1	0	0.83	1	64	0	A2_D	0	0

#F_G
77	124	40	1	0	0.83	1	64	0	A2_G	0	0
77	131	40	-1	0	0.83	1	-64	0	A2_F	0	0

#F_H
77	124	8	1	0	0.83	1	64	0	A2_H	0	0
77	131	8	-1	0	0.83	1	-64	0	A2_F	0	0

#H_I
77	156	8	1	0	0.83	1	64	0	A2_I	0	0
77	163	8	-1	0	0.83	1	-64	0	A2_H	0	0

#I_J
77	163	24	-1	0	0.83	1	-64	0	A2_J	0	0
77	156	24	1	0	0.83	1	64	0	A2_I	0	0

#F_L
77	99	104	-1	0	0.83	1	-64	0	A2_L	0	0
77	92	104	1	0	0.83	1	64	0	A2_F	0	0

#L_M
77	51	104	-1	0	0.83	1	-64	0	A2_M	0	0
77	44	104	1	0	0.83	1	64	0	A2_L	0	0

#F_K
77	99	72	-1	0	0.83	1	-64	0	A2_K	0	0
77	92	72	1	0	0.83	1	64	0	A2_F	0	0

#SGATE	x	y	id_tar_scene
78	3016	1920	2
78	2440	704	3
78	1608	128	4
78	2120	416	5

[DEFAULTCAMERA]
A2_A

[MAP]
map.json

[MERGEDBRICK]
scene1_merged.json
